Number ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,Salary
3758,0.63,0.89,4,192,2,0,0,0,SALES,HIGH
3759,0.81,0.8,4,227,2,1,0,0,SALES,LOW
3760,0.5,0.88,4,265,3,1,0,0,SALES,LOW
3761,0.76,0.72,5,228,2,0,0,0,SALES,HIGH
3762,0.84,0.49,4,152,3,0,0,0,SALES,LOW
3763,0.2,0.95,5,169,5,0,0,0,SALES,MEDIUM
3764,0.78,0.92,3,169,3,0,0,0,SALES,HIGH
3765,0.8,0.68,4,157,3,0,0,0,SALES,MEDIUM
3766,0.94,0.57,4,251,2,1,0,0,ACCOUNTING,MEDIUM
3767,0.44,0.74,5,253,2,0,0,0,ACCOUNTING,MEDIUM
3768,0.92,0.85,3,155,2,0,0,0,ACCOUNTING,MEDIUM
3769,0.54,0.8,3,232,2,0,0,0,HR,HIGH
3770,0.56,0.56,4,195,2,0,0,0,HR,MEDIUM
3771,0.66,0.69,4,198,3,1,0,0,HR,MEDIUM
3772,0.8,0.91,3,246,3,0,0,0,HR,MEDIUM
3773,0.6,0.81,2,214,3,0,0,0,TECHNICAL,HIGH
3774,0.73,0.73,5,249,3,0,0,0,TECHNICAL,MEDIUM
3775,0.55,0.74,3,211,3,1,0,0,TECHNICAL,HIGH
3776,0.7,0.71,5,269,3,0,0,0,TECHNICAL,LOW
3777,0.53,0.68,4,214,3,0,0,0,TECHNICAL,MEDIUM
3778,0.9,0.94,4,231,3,0,0,0,TECHNICAL,MEDIUM
3779,0.8,0.78,3,175,3,0,0,0,TECHNICAL,MEDIUM
3780,0.51,0.6,5,175,3,0,0,0,TECHNICAL,MEDIUM
3781,0.86,0.96,5,238,5,0,0,0,TECHNICAL,LOW
3782,0.63,0.79,4,228,4,0,0,0,TECHNICAL,LOW
3783,0.83,0.93,3,220,4,0,0,0,TECHNICAL,LOW
3784,0.85,0.55,4,233,2,1,0,0,SUPPORT,LOW
3785,0.8,0.57,3,225,4,0,0,0,SUPPORT,LOW
3786,0.79,0.97,5,187,3,0,0,0,SUPPORT,LOW
3787,0.37,0.71,3,117,3,0,0,0,SUPPORT,LOW
3788,0.85,0.9,3,184,3,1,0,0,SUPPORT,LOW
3789,0.76,0.56,3,216,3,0,0,0,SUPPORT,LOW
3790,0.99,0.62,4,140,2,1,0,0,SUPPORT,LOW
3791,0.55,0.63,3,201,2,1,0,0,SUPPORT,HIGH
3792,0.69,0.69,4,167,3,1,0,0,SUPPORT,LOW
3793,0.68,1,5,203,2,0,0,0,SUPPORT,LOW
3794,0.69,0.9,5,231,2,1,0,0,SUPPORT,LOW
3795,0.65,0.7,3,141,4,0,0,0,TECHNICAL,LOW
3796,0.17,0.88,6,226,3,1,0,0,TECHNICAL,HIGH
3797,0.48,0.65,3,199,2,0,0,0,TECHNICAL,LOW
3798,0.65,0.59,4,192,3,0,0,0,MANAGEMENT,LOW
3799,0.57,0.49,4,247,2,0,0,0,IT,LOW
3800,0.8,0.67,3,164,3,0,0,0,IT,HIGH
3801,0.8,0.6,5,234,2,0,0,0,IT,LOW
3802,0.5,0.6,2,177,3,1,0,0,IT,MEDIUM
3803,0.95,0.87,3,208,2,0,0,0,IT,HIGH
3804,0.69,0.93,3,233,3,0,0,0,PRODUCT_MNG,MEDIUM
3805,0.74,0.57,4,172,3,0,0,0,PRODUCT_MNG,HIGH
3806,0.68,0.59,3,141,3,0,0,0,PRODUCT_MNG,MEDIUM
3807,0.68,0.55,3,213,3,0,0,0,PRODUCT_MNG,MEDIUM
3808,0.65,0.37,5,128,3,1,0,0,IT,MEDIUM
3809,0.85,0.92,4,151,3,1,0,0,RANDD,MEDIUM
3810,0.49,0.48,4,247,3,0,0,0,RANDD,MEDIUM
3811,0.19,0.8,6,143,4,0,0,0,RANDD,MEDIUM
3812,0.95,0.61,3,164,3,0,0,0,RANDD,MEDIUM
3813,0.63,0.62,3,183,3,0,0,0,RANDD,MEDIUM
3814,0.83,0.8,4,274,3,0,0,0,MARKETING,HIGH
3815,0.62,0.78,4,261,2,0,0,0,SALES,LOW
3816,0.74,0.98,5,200,3,0,0,0,ACCOUNTING,MEDIUM
3817,0.7,0.87,5,177,2,0,0,0,SUPPORT,MEDIUM
3818,0.28,0.38,5,139,4,0,0,0,TECHNICAL,MEDIUM
3819,0.39,0.56,6,228,5,0,0,0,MANAGEMENT,MEDIUM
3820,0.62,0.63,3,230,2,0,0,0,MARKETING,MEDIUM
3821,0.79,0.54,5,212,4,0,0,0,MARKETING,MEDIUM
3822,0.87,0.74,4,265,4,0,0,0,MARKETING,MEDIUM
3823,0.29,0.75,3,124,4,0,0,0,SALES,MEDIUM
3824,0.37,0.88,4,155,3,0,0,0,SALES,MEDIUM
3825,0.68,0.55,4,215,4,0,0,0,SALES,HIGH
3826,0.9,0.51,4,214,2,0,0,0,SALES,LOW
3827,0.97,0.65,3,181,3,0,0,0,SALES,LOW
3828,0.6,0.77,4,229,2,0,0,0,SALES,LOW
3829,0.58,0.79,5,262,2,0,0,0,SALES,HIGH
3830,0.83,0.86,3,165,3,0,0,0,SALES,LOW
3831,0.83,0.73,5,136,3,0,0,0,SALES,LOW
3832,0.94,0.71,4,151,2,1,0,0,SALES,LOW
3833,0.69,0.9,5,226,4,0,0,0,SALES,HIGH
3834,0.81,0.81,5,215,2,0,0,0,SALES,LOW
3835,0.19,0.5,6,143,5,1,0,0,SALES,LOW
3836,0.18,0.64,3,223,4,1,0,0,SALES,LOW
3837,0.58,0.63,4,271,3,0,0,0,SALES,LOW
3838,0.76,0.65,3,220,3,0,0,0,SALES,LOW
3839,0.26,0.47,6,182,4,0,0,0,SALES,LOW
3840,0.78,0.87,3,190,3,0,0,0,SALES,LOW
3841,0.71,0.56,3,198,3,0,0,0,SALES,MEDIUM
3842,0.76,0.61,3,141,2,0,0,0,ACCOUNTING,MEDIUM
3843,0.44,0.81,3,248,2,0,0,0,ACCOUNTING,MEDIUM
3844,0.26,0.69,2,168,5,0,0,0,ACCOUNTING,MEDIUM
3845,0.75,0.57,5,162,3,0,0,0,HR,MEDIUM
3846,0.64,0.9,4,211,3,0,0,0,HR,MEDIUM
3847,0.79,0.71,4,271,3,0,0,0,HR,MEDIUM
3848,0.96,0.61,3,271,2,0,0,0,HR,MEDIUM
3849,0.63,1,5,244,2,0,0,0,TECHNICAL,MEDIUM
3850,0.65,0.55,5,261,3,1,0,0,TECHNICAL,MEDIUM
3851,0.76,0.81,3,225,3,0,0,0,TECHNICAL,MEDIUM
3852,0.26,0.9,4,266,5,0,0,0,TECHNICAL,MEDIUM
3853,0.84,0.73,3,146,5,1,0,0,TECHNICAL,HIGH
3854,0.74,0.77,3,233,3,0,0,0,TECHNICAL,LOW
3855,0.53,0.45,4,180,3,0,0,0,TECHNICAL,MEDIUM
3856,0.7,0.56,5,208,3,0,0,0,TECHNICAL,MEDIUM
3857,0.62,0.69,4,165,4,1,0,0,TECHNICAL,MEDIUM
3858,0.71,0.68,4,221,4,0,0,0,TECHNICAL,MEDIUM
3859,0.5,0.65,3,215,2,0,0,0,TECHNICAL,LOW
3860,0.53,0.5,6,264,6,0,0,0,SUPPORT,LOW
3861,0.88,0.89,2,160,4,0,0,0,SUPPORT,LOW
3862,0.79,0.83,2,192,3,0,0,0,SUPPORT,LOW
3863,0.69,0.89,5,201,2,0,0,0,SUPPORT,LOW
3864,0.57,0.96,4,264,2,0,0,0,SUPPORT,LOW
3865,0.68,0.8,4,186,3,1,0,0,SUPPORT,LOW
3866,0.6,0.82,4,272,3,0,0,0,SUPPORT,LOW
3867,0.7,0.9,4,216,3,0,0,0,SUPPORT,LOW
3868,0.71,0.76,4,142,2,1,0,0,SUPPORT,LOW
3869,0.49,0.51,4,133,3,0,0,0,SUPPORT,LOW
3870,0.74,0.7,4,260,2,0,0,0,SUPPORT,LOW
3871,0.2,0.93,4,101,5,0,0,0,TECHNICAL,LOW
3872,0.57,0.5,4,230,2,0,0,0,TECHNICAL,LOW
3873,0.83,0.48,3,242,4,0,0,0,TECHNICAL,LOW
3874,0.22,0.64,3,193,2,0,0,0,MANAGEMENT,LOW
3875,0.67,0.57,2,234,4,0,0,0,IT,LOW
3876,0.54,0.84,3,132,3,0,0,0,IT,LOW
3877,0.54,0.53,4,183,3,0,0,0,IT,LOW
3878,0.64,0.61,4,191,4,0,0,0,IT,LOW
3879,0.23,0.84,5,140,4,0,0,0,IT,LOW
3880,0.88,0.87,5,257,3,0,0,0,PRODUCT_MNG,MEDIUM
3881,0.83,0.54,4,219,3,0,0,0,PRODUCT_MNG,MEDIUM
3882,0.88,0.67,5,141,2,0,0,0,PRODUCT_MNG,MEDIUM
3883,0.9,0.85,5,162,2,0,0,0,PRODUCT_MNG,MEDIUM
3884,0.49,0.61,3,181,3,0,0,0,IT,MEDIUM
3885,0.55,0.49,3,191,3,0,0,0,RANDD,MEDIUM
3886,0.92,0.69,4,149,6,1,0,0,RANDD,MEDIUM
3887,0.72,0.67,3,164,4,0,0,0,RANDD,MEDIUM
3888,0.63,0.5,4,235,3,0,0,0,RANDD,MEDIUM
3889,0.98,0.66,3,199,3,0,0,0,RANDD,MEDIUM
3890,0.76,0.52,3,248,3,0,0,0,MARKETING,MEDIUM
3891,0.42,0.56,2,103,3,1,0,0,MARKETING,MEDIUM
3892,0.58,0.65,4,248,4,0,0,0,SALES,HIGH
3893,0.85,0.82,3,153,3,1,0,0,ACCOUNTING,LOW
3894,0.67,0.95,4,241,4,0,0,0,SUPPORT,MEDIUM
3895,0.58,1,4,258,3,0,0,0,TECHNICAL,MEDIUM
3896,0.84,0.76,5,172,5,1,0,0,MANAGEMENT,MEDIUM
3897,0.56,0.68,3,149,2,0,0,0,MARKETING,MEDIUM
3898,0.63,0.83,4,217,3,0,0,0,MARKETING,LOW
3899,0.51,0.92,3,243,3,0,0,0,MARKETING,LOW
3900,0.95,0.81,5,120,3,0,0,0,SALES,LOW
3901,0.85,0.55,3,137,3,1,0,0,SALES,LOW
3902,0.73,0.78,5,150,3,0,0,0,SALES,LOW
3903,0.2,0.49,5,199,5,0,0,0,SALES,LOW
3904,0.78,0.79,3,203,2,0,0,0,SALES,LOW
3905,0.83,0.8,3,273,3,0,0,0,SALES,LOW
3906,0.87,0.56,2,214,3,1,0,0,SALES,LOW
3907,0.98,0.99,5,141,3,0,0,0,SALES,LOW
3908,1,0.81,5,243,3,0,0,0,SALES,LOW
3909,0.7,0.55,4,159,3,0,0,0,SALES,LOW
3910,0.62,0.88,5,146,3,0,0,0,SALES,LOW
3911,0.67,0.72,4,159,2,0,0,0,SALES,LOW
3912,0.86,0.96,4,196,3,0,0,0,SALES,LOW
3913,0.44,0.57,5,183,2,1,0,0,SALES,LOW
3914,0.19,0.86,4,192,4,0,0,0,SALES,LOW
3915,0.76,0.83,4,246,2,0,0,0,SALES,LOW
3916,0.89,0.93,5,191,4,0,0,0,SALES,LOW
3917,0.25,0.97,3,158,3,0,0,0,SALES,LOW
3918,0.68,1,4,167,2,0,0,0,SALES,LOW
3919,0.38,0.5,2,187,2,1,0,0,ACCOUNTING,MEDIUM
3920,0.64,0.95,4,199,4,0,0,0,ACCOUNTING,MEDIUM
3921,0.76,0.62,4,157,3,0,0,0,ACCOUNTING,MEDIUM
3922,0.26,0.45,2,157,3,0,0,0,HR,MEDIUM
3923,0.69,0.67,3,178,2,0,0,0,HR,MEDIUM
3924,0.98,0.66,3,154,2,0,0,0,HR,MEDIUM
3925,0.86,0.83,5,208,2,1,0,0,HR,MEDIUM
3926,0.14,0.68,4,273,5,1,0,0,TECHNICAL,MEDIUM
3927,0.58,0.63,4,159,3,0,0,0,TECHNICAL,MEDIUM
3928,0.63,0.97,4,234,2,0,0,0,TECHNICAL,MEDIUM
3929,0.7,0.91,5,139,3,1,0,0,TECHNICAL,MEDIUM
3930,0.73,0.62,4,210,4,0,0,0,TECHNICAL,MEDIUM
3931,0.89,0.52,3,164,3,0,0,0,TECHNICAL,HIGH
3932,0.17,0.61,3,241,5,1,0,0,TECHNICAL,LOW
3933,0.86,0.73,5,259,2,0,0,0,TECHNICAL,MEDIUM
3934,0.59,0.73,3,159,3,1,0,0,TECHNICAL,MEDIUM
3935,0.22,0.51,4,131,2,0,0,0,TECHNICAL,MEDIUM
3936,0.55,0.57,3,266,2,0,0,0,TECHNICAL,MEDIUM
3937,0.74,0.6,3,153,2,0,0,0,SUPPORT,LOW
3938,0.55,0.54,3,253,2,0,0,0,SUPPORT,LOW
3939,0.67,0.94,4,141,2,1,0,0,SUPPORT,LOW
3940,0.64,0.8,3,199,3,0,0,0,SUPPORT,LOW
3941,0.58,0.71,3,205,3,0,0,0,SUPPORT,LOW
3942,0.9,0.6,4,252,3,0,0,0,SUPPORT,LOW
3943,0.89,0.9,4,153,3,0,0,0,SUPPORT,LOW
3944,0.74,0.37,2,171,4,0,0,0,SUPPORT,LOW
3945,0.78,0.91,5,150,4,0,0,0,SUPPORT,LOW
3946,0.97,0.53,4,247,3,0,0,0,SUPPORT,LOW
3947,0.52,0.92,4,150,2,1,0,0,SUPPORT,LOW
3948,0.99,0.86,4,206,2,0,0,0,TECHNICAL,LOW
3949,0.76,0.44,4,192,4,1,0,0,TECHNICAL,LOW
3950,0.69,0.96,5,164,3,0,0,0,TECHNICAL,LOW
3951,0.59,0.69,3,186,3,0,0,0,MANAGEMENT,LOW
3952,0.95,0.63,3,249,3,0,0,0,IT,LOW
3953,0.69,0.81,3,214,2,0,0,0,IT,LOW
3954,0.76,0.75,4,193,4,0,0,0,IT,LOW
3955,0.7,0.84,2,114,4,0,0,0,IT,LOW
3956,0.87,0.6,2,122,2,0,0,0,IT,LOW
3957,0.44,0.55,3,170,3,1,0,0,PRODUCT_MNG,LOW
3958,0.54,0.91,3,151,3,0,0,0,PRODUCT_MNG,MEDIUM
3959,0.55,0.75,3,156,3,0,0,0,PRODUCT_MNG,MEDIUM
3960,0.81,0.75,5,170,3,1,0,0,PRODUCT_MNG,MEDIUM
3961,0.5,0.55,3,188,2,0,0,0,IT,MEDIUM
3962,0.93,0.74,4,201,3,1,0,0,RANDD,MEDIUM
3963,0.64,0.5,6,254,6,0,0,0,RANDD,MEDIUM
3964,0.57,0.78,3,206,4,0,0,0,RANDD,MEDIUM
3965,0.95,0.74,4,216,3,0,0,0,RANDD,MEDIUM
3966,0.86,0.67,5,200,3,0,0,0,RANDD,MEDIUM
3967,0.82,0.58,4,202,2,0,0,0,RANDD,MEDIUM
3968,0.18,0.79,4,217,4,0,0,0,MARKETING,MEDIUM
3969,0.58,0.7,5,151,4,0,0,0,SALES,MEDIUM
3970,0.57,0.56,3,224,2,0,0,0,ACCOUNTING,HIGH
3971,0.94,0.83,5,148,3,0,0,0,SUPPORT,LOW
3972,0.2,0.97,6,224,5,1,0,0,TECHNICAL,MEDIUM
3973,0.73,0.75,2,243,5,1,0,0,MANAGEMENT,MEDIUM
3974,0.94,0.8,4,238,3,1,0,0,MARKETING,MEDIUM
3975,0.99,0.61,3,254,3,0,0,0,MARKETING,MEDIUM
3976,0.22,0.49,4,218,4,0,0,0,MARKETING,LOW
3977,0.67,0.66,3,237,3,0,0,0,SALES,LOW
3978,0.49,0.67,4,185,2,0,0,0,SALES,LOW
3979,0.78,0.95,4,184,3,0,0,0,SALES,LOW
3980,0.15,0.74,2,176,3,1,0,0,SALES,LOW
3981,0.91,0.89,4,260,3,0,0,0,SALES,LOW
3982,0.7,0.78,4,254,4,0,0,0,SALES,LOW
3983,0.6,0.95,3,221,3,0,0,0,SALES,LOW
3984,0.59,0.57,5,257,2,0,0,0,SALES,LOW
3985,0.59,0.93,3,265,3,1,0,0,SALES,LOW
3986,0.55,0.64,3,138,3,1,0,0,SALES,LOW
3987,0.42,0.75,3,163,2,1,0,0,SALES,LOW
3988,0.57,0.81,3,144,3,0,0,0,SALES,LOW
3989,0.72,0.51,3,146,2,1,0,0,SALES,LOW
3990,0.83,0.81,3,242,6,0,0,0,SALES,LOW
3991,0.89,0.93,4,249,3,0,0,0,SALES,LOW
3992,0.55,0.59,3,245,3,0,0,0,SALES,LOW
3993,0.53,0.75,4,201,2,0,0,0,SALES,LOW
3994,0.74,0.59,4,177,4,1,0,0,SALES,MEDIUM
3995,0.63,0.98,4,160,2,0,0,0,SALES,MEDIUM
3996,0.63,0.4,6,177,2,1,0,0,ACCOUNTING,MEDIUM
3997,0.61,0.97,4,153,3,0,0,0,ACCOUNTING,MEDIUM
3998,0.76,0.79,3,197,5,0,0,0,ACCOUNTING,MEDIUM
3999,0.67,0.82,4,246,4,0,0,0,HR,MEDIUM
4000,0.51,0.95,4,258,3,0,0,0,HR,MEDIUM
4001,0.67,0.55,3,137,3,0,0,0,HR,MEDIUM
4002,0.16,0.94,3,178,4,0,0,0,HR,MEDIUM
4003,0.34,0.85,4,123,4,0,0,0,TECHNICAL,MEDIUM
4004,0.58,0.73,5,162,3,1,0,0,TECHNICAL,MEDIUM
4005,0.5,0.71,5,210,5,0,0,0,TECHNICAL,MEDIUM
4006,0.56,0.48,4,197,3,1,0,0,TECHNICAL,HIGH
4007,0.56,0.98,3,220,3,0,0,0,TECHNICAL,LOW
4008,0.74,0.71,4,133,2,0,0,0,TECHNICAL,MEDIUM
4009,0.69,0.99,3,198,2,0,0,0,TECHNICAL,MEDIUM
4010,0.15,0.81,4,160,5,0,0,0,TECHNICAL,MEDIUM
4011,0.58,0.67,2,180,2,0,0,0,TECHNICAL,MEDIUM
4012,0.8,0.79,3,217,3,0,0,0,TECHNICAL,LOW
4013,0.5,0.57,3,223,3,0,0,0,TECHNICAL,LOW
4014,0.66,0.92,4,229,2,0,0,0,SUPPORT,LOW
4015,0.81,0.78,4,159,3,0,0,0,SUPPORT,LOW
4016,0.14,0.68,5,253,5,0,0,0,SUPPORT,LOW
4017,0.92,0.85,3,235,2,0,0,0,SUPPORT,LOW
4018,0.69,0.91,4,186,3,0,0,0,SUPPORT,LOW
4019,0.66,0.99,4,263,2,0,0,0,SUPPORT,LOW
4020,0.85,0.39,4,239,4,0,0,0,SUPPORT,LOW
4021,0.83,0.69,4,151,2,0,0,0,SUPPORT,LOW
4022,1,0.49,3,106,4,0,0,0,SUPPORT,LOW
4023,0.68,0.65,3,183,4,0,0,0,SUPPORT,LOW
4024,0.26,0.97,3,125,2,0,0,0,SUPPORT,LOW
4025,0.35,0.41,3,157,2,0,0,0,TECHNICAL,LOW
4026,0.12,0.58,3,241,2,0,0,0,TECHNICAL,LOW
4027,0.91,0.93,4,184,3,0,0,0,TECHNICAL,LOW
4028,0.65,0.67,4,144,3,0,0,0,MANAGEMENT,LOW
4029,0.78,0.72,3,255,4,1,0,0,IT,LOW
4030,0.61,0.82,3,261,4,0,0,0,IT,LOW
4031,0.64,0.51,4,207,2,0,0,0,IT,LOW
4032,0.58,0.73,4,205,4,0,0,0,IT,LOW
4033,0.63,0.76,4,217,2,1,0,0,IT,MEDIUM
4034,0.94,0.6,4,215,2,1,0,0,PRODUCT_MNG,MEDIUM
4035,0.26,0.81,5,139,4,0,0,0,PRODUCT_MNG,MEDIUM
4036,0.59,0.69,3,146,3,0,0,0,PRODUCT_MNG,MEDIUM
4037,0.78,0.8,4,175,3,0,0,0,PRODUCT_MNG,MEDIUM
4038,0.86,0.64,5,188,3,0,0,0,IT,MEDIUM
4039,0.79,0.73,5,155,3,0,0,0,RANDD,MEDIUM
4040,0.89,0.73,4,171,4,0,0,0,RANDD,MEDIUM
4041,0.34,0.99,4,184,3,0,0,0,RANDD,MEDIUM
4042,0.29,0.77,3,164,6,0,0,0,RANDD,MEDIUM
4043,0.71,0.89,3,244,4,0,0,0,RANDD,MEDIUM
4044,0.93,0.58,4,222,2,0,0,0,RANDD,MEDIUM
4045,0.94,0.76,4,231,3,1,0,0,MARKETING,HIGH
4046,0.91,0.72,3,213,3,0,0,0,SALES,LOW
4047,0.71,0.96,4,144,4,0,0,0,ACCOUNTING,MEDIUM
4048,0.67,0.81,3,221,4,1,0,0,SUPPORT,MEDIUM
4049,0.54,0.42,3,138,3,1,0,0,TECHNICAL,MEDIUM
4050,0.89,0.58,3,183,4,0,0,0,MANAGEMENT,MEDIUM
4051,0.94,0.91,3,250,3,1,0,0,MARKETING,LOW
4052,0.15,0.89,3,219,6,0,0,0,MARKETING,LOW
4053,0.45,0.92,6,164,4,1,0,0,MARKETING,LOW
4054,0.92,0.67,4,161,4,1,0,0,SALES,LOW
4055,0.63,0.56,4,274,5,1,0,0,SALES,LOW
4056,0.8,0.66,4,181,3,1,0,0,SALES,LOW
4057,0.45,0.72,3,148,2,0,0,0,SALES,LOW
4058,0.72,0.54,3,226,2,1,0,0,SALES,LOW
4059,0.84,0.36,6,256,5,0,0,0,SALES,LOW
4060,0.61,0.51,3,141,2,0,0,0,SALES,LOW
4061,0.63,0.88,3,177,3,0,0,0,SALES,LOW
4062,0.49,0.54,4,173,2,0,0,0,SALES,LOW
4063,0.68,0.51,2,196,3,0,0,0,SALES,LOW
4064,0.64,0.85,5,179,2,0,0,0,SALES,LOW
4065,0.61,0.64,4,201,3,0,0,0,SALES,LOW
4066,0.83,0.55,5,247,3,0,0,0,SALES,LOW
4067,0.94,0.51,5,238,2,0,0,0,SALES,LOW
4068,0.27,0.66,3,133,6,0,0,0,SALES,LOW
4069,0.6,0.49,2,194,4,0,0,0,SALES,LOW
4070,0.83,0.69,4,232,2,0,0,0,SALES,LOW
4071,0.53,0.75,3,232,3,0,0,0,SALES,LOW
4072,0.79,0.97,4,204,3,0,0,0,SALES,MEDIUM
4073,0.96,0.49,4,252,3,1,0,0,ACCOUNTING,MEDIUM
4074,0.5,0.56,3,164,3,0,0,0,ACCOUNTING,MEDIUM
4075,0.68,0.81,5,266,2,0,0,0,ACCOUNTING,MEDIUM
4076,0.24,0.54,4,226,4,1,0,0,HR,MEDIUM
4077,0.8,0.8,4,252,6,0,0,0,HR,MEDIUM
4078,0.62,0.74,4,155,3,0,0,0,HR,MEDIUM
4079,1,0.85,3,202,2,0,0,0,HR,MEDIUM
4080,0.64,0.75,3,214,3,0,0,0,TECHNICAL,MEDIUM
4081,0.51,0.55,4,267,3,0,0,0,TECHNICAL,MEDIUM
4082,0.74,0.5,4,265,3,0,0,0,TECHNICAL,MEDIUM
4083,0.49,0.99,3,221,2,1,0,0,TECHNICAL,MEDIUM
4084,0.96,0.83,4,132,6,0,0,0,TECHNICAL,HIGH
4085,0.59,0.62,4,227,4,1,0,0,TECHNICAL,LOW
4086,0.84,0.57,4,234,3,0,0,0,TECHNICAL,MEDIUM
4087,0.16,0.84,3,238,6,0,0,0,TECHNICAL,MEDIUM
4088,0.62,0.75,3,149,2,1,0,0,TECHNICAL,MEDIUM
4089,0.79,0.67,4,152,3,0,0,0,TECHNICAL,MEDIUM
4090,0.53,0.83,4,249,3,1,0,0,TECHNICAL,LOW
4091,0.17,0.48,6,270,5,0,0,0,SUPPORT,LOW
4092,0.57,0.76,3,200,2,0,0,0,SUPPORT,LOW
4093,0.65,0.82,4,207,2,0,0,0,SUPPORT,LOW
4094,0.69,0.74,4,266,2,1,0,0,SUPPORT,LOW
4095,0.3,0.8,6,250,3,0,0,0,SUPPORT,LOW
4096,0.99,0.92,3,220,3,0,0,0,SUPPORT,LOW
4097,0.5,0.69,4,177,2,0,0,0,SUPPORT,LOW
4098,0.54,0.96,3,147,2,0,0,0,SUPPORT,MEDIUM
4099,0.69,0.57,4,227,4,0,0,0,SUPPORT,MEDIUM
4100,0.5,0.85,4,272,2,0,0,0,SUPPORT,MEDIUM
4101,0.66,0.73,3,244,3,0,0,0,SUPPORT,MEDIUM
4102,1,0.93,5,182,3,1,0,0,TECHNICAL,MEDIUM
4103,0.15,0.61,3,146,6,1,0,0,TECHNICAL,MEDIUM
4104,0.31,0.54,5,259,5,1,0,0,TECHNICAL,MEDIUM
4105,0.65,0.49,4,184,4,0,0,0,MANAGEMENT,MEDIUM
4106,0.72,0.69,4,149,2,0,0,0,IT,MEDIUM
4107,0.84,0.85,4,185,3,1,0,0,IT,MEDIUM
4108,0.55,0.8,3,254,2,0,0,0,IT,MEDIUM
4109,0.6,0.58,4,249,3,0,0,0,IT,MEDIUM
4110,0.84,0.48,4,269,2,0,0,0,IT,MEDIUM
4111,0.68,0.87,3,168,3,0,0,0,PRODUCT_MNG,MEDIUM
4112,0.13,1,6,225,3,0,0,0,PRODUCT_MNG,MEDIUM
4113,0.88,0.98,3,160,2,0,0,0,PRODUCT_MNG,MEDIUM
4114,0.64,0.57,5,149,3,1,0,0,PRODUCT_MNG,MEDIUM
4115,0.19,0.95,5,193,3,0,0,0,IT,MEDIUM
4116,0.83,0.88,5,171,3,1,0,0,RANDD,MEDIUM
4117,0.17,0.41,4,232,3,1,0,0,RANDD,MEDIUM
4118,0.44,0.74,4,250,6,0,0,0,RANDD,MEDIUM
4119,0.52,0.55,4,243,2,0,0,0,RANDD,MEDIUM
4120,0.66,0.62,4,250,2,0,0,0,RANDD,MEDIUM
4121,0.96,0.55,4,153,3,0,0,0,RANDD,MEDIUM
4122,0.19,0.5,5,126,3,1,0,0,MARKETING,MEDIUM
4123,0.86,1,3,192,3,0,0,0,SALES,HIGH
4124,0.65,0.57,3,137,4,1,0,0,ACCOUNTING,HIGH
4125,0.61,0.97,3,199,3,1,0,0,SUPPORT,HIGH
4126,0.53,0.96,3,181,3,1,0,0,TECHNICAL,HIGH
4127,0.14,0.76,5,260,6,0,0,0,MANAGEMENT,HIGH
4128,0.74,1,4,199,4,0,0,0,MARKETING,HIGH
4129,0.47,0.62,6,171,5,1,0,0,MARKETING,HIGH
4130,0.6,0.56,4,260,3,0,0,0,MARKETING,HIGH
4131,0.81,0.58,3,243,4,0,0,0,SALES,HIGH
4132,0.95,0.59,2,154,4,0,0,0,SALES,HIGH
4133,0.98,0.8,2,201,2,0,0,0,SALES,HIGH
4134,0.52,0.8,5,234,3,0,0,0,SALES,HIGH
4135,1,0.97,3,216,3,1,0,0,SALES,LOW
4136,0.16,0.74,5,205,4,1,0,0,SALES,LOW
4137,0.19,0.83,3,225,4,0,0,0,SALES,LOW
4138,0.94,0.87,3,229,3,0,0,0,SALES,LOW
4139,0.58,0.43,6,132,3,0,0,0,SALES,LOW
4140,0.92,0.69,4,180,3,0,0,0,SALES,LOW
4141,0.65,0.8,4,164,4,0,0,0,SALES,LOW
4142,0.74,0.74,5,175,3,0,0,0,SALES,LOW
4143,0.6,0.53,5,103,2,0,0,0,SALES,LOW
4144,1,1,5,142,4,0,0,0,SALES,LOW
4145,0.81,0.96,4,212,3,0,0,0,SALES,LOW
4146,0.54,0.67,2,129,3,1,0,0,SALES,LOW
4147,0.18,0.81,5,140,4,0,0,0,SALES,LOW
4148,0.82,0.88,4,149,2,0,0,0,SALES,LOW
4149,0.9,0.96,2,258,2,0,0,0,SALES,LOW
4150,0.62,0.62,4,136,2,0,0,0,ACCOUNTING,MEDIUM
4151,0.77,0.76,2,216,3,1,0,0,ACCOUNTING,MEDIUM
4152,0.58,0.86,3,151,2,0,0,0,ACCOUNTING,MEDIUM
4153,0.27,0.47,5,217,6,0,0,0,HR,MEDIUM
4154,0.78,0.72,4,219,3,0,0,0,HR,MEDIUM
4155,0.98,0.66,3,150,3,0,0,0,HR,MEDIUM
4156,0.75,0.5,4,98,4,0,0,0,HR,MEDIUM
4157,0.74,0.67,5,140,3,0,0,0,TECHNICAL,MEDIUM
4158,0.9,0.99,3,259,3,1,0,0,TECHNICAL,MEDIUM
4159,0.73,0.71,5,215,6,1,0,0,TECHNICAL,MEDIUM
4160,0.9,0.62,4,258,3,0,0,0,TECHNICAL,MEDIUM
4161,0.68,0.91,4,162,3,1,0,0,TECHNICAL,MEDIUM
4162,0.9,0.74,3,260,4,0,0,0,TECHNICAL,HIGH
